source,target,id,weight,description,text_unit_ids,human_readable_id,source_degree,target_degree,rank,edge_details
COCA-COLA BEVERAGES VIETNAM LIMITED,DINH HOANG HAI,4df5786fa51b4b8dbca8f81a412ad86b,6.0,Dinh Hoang Hai reviewed and approved the document related to Coca-Cola Beverages Vietnam Limited,eb63940a335548c594499bcec2b8b727,10,12,1,13,"{'human_readable_id': 10, 'source': 'COCA-COLA BEVERAGES VIETNAM LIMITED', 'target': 'DINH HOANG HAI', 'description': 'Dinh Hoang Hai reviewed and approved the document related to Coca-Cola Beverages Vietnam Limited', 'rank': 13}"
COCA-COLA BEVERAGES VIETNAM LIMITED,HO NGOC NHU GUONG,dde3471888c54592944feb3dcb6eeba2,6.0,Ho Ngoc Nhu Guong reviewed and approved the document related to Coca-Cola Beverages Vietnam Limited,eb63940a335548c594499bcec2b8b727,11,12,1,13,"{'human_readable_id': 11, 'source': 'COCA-COLA BEVERAGES VIETNAM LIMITED', 'target': 'HO NGOC NHU GUONG', 'description': 'Ho Ngoc Nhu Guong reviewed and approved the document related to Coca-Cola Beverages Vietnam Limited', 'rank': 13}"
PHAM THUY,VU THAI NGOC,3b69c118ed944706ae796c831208eaf1,5.0,Vu Thai Ngoc and Pham Thuy are both contact persons listed in the document,5885f3c8b107429a8a7ff5e3ff9714f8,12,6,6,12,"{'human_readable_id': 12, 'source': 'PHAM THUY', 'target': 'VU THAI NGOC', 'description': 'Vu Thai Ngoc and Pham Thuy are both contact persons listed in the document', 'rank': 12}"
PHAM THUY,TRAN THI THANH LY,2ff1345b0d6d43f0820d28e8e1d03545,5.0,Tran Thi Thanh Ly and Pham Thuy are both contact persons listed in the document,5885f3c8b107429a8a7ff5e3ff9714f8,13,6,5,11,"{'human_readable_id': 13, 'source': 'PHAM THUY', 'target': 'TRAN THI THANH LY', 'description': 'Tran Thi Thanh Ly and Pham Thuy are both contact persons listed in the document', 'rank': 11}"
PHAM THUY,LE LUU VIET SON,a4d8637d42684034baf323bed92d6b0d,1.0,Le Luu Viet Son and Pham Thuy are both contact persons listed in the document,5885f3c8b107429a8a7ff5e3ff9714f8,14,6,6,12,"{'human_readable_id': 14, 'source': 'PHAM THUY', 'target': 'LE LUU VIET SON', 'description': 'Le Luu Viet Son and Pham Thuy are both contact persons listed in the document', 'rank': 12}"
PHAM THUY,SERVICE OUTLET,34c135f9fbbc4f4cba74ca9fac459fab,5.0,Pham Thuy is associated with the KPI Service Outlet in the document,5885f3c8b107429a8a7ff5e3ff9714f8,15,6,32,38,"{'human_readable_id': 15, 'source': 'PHAM THUY', 'target': 'SERVICE OUTLET', 'description': 'Pham Thuy is associated with the KPI Service Outlet in the document', 'rank': 38}"
PHAM THUY,CORE BY DETAILS,b5b2129cfa9e4439b0b2474eeb8bc50f,5.0,Pham Thuy is associated with the KPI Core By Details in the document,5885f3c8b107429a8a7ff5e3ff9714f8,16,6,1,7,"{'human_readable_id': 16, 'source': 'PHAM THUY', 'target': 'CORE BY DETAILS', 'description': 'Pham Thuy is associated with the KPI Core By Details in the document', 'rank': 7}"
LE LUU VIET SON,VU THAI NGOC,575520f740c14ee7a99c66782f7449cb,5.0,Vu Thai Ngoc and Le Luu Viet Son are both contact persons listed in the document,5885f3c8b107429a8a7ff5e3ff9714f8,17,6,6,12,"{'human_readable_id': 17, 'source': 'LE LUU VIET SON', 'target': 'VU THAI NGOC', 'description': 'Vu Thai Ngoc and Le Luu Viet Son are both contact persons listed in the document', 'rank': 12}"
LE LUU VIET SON,TRAN THI THANH LY,fbc69fd6e0bc439092b9151e23f8e13c,5.0,Tran Thi Thanh Ly and Le Luu Viet Son are both contact persons listed in the document,5885f3c8b107429a8a7ff5e3ff9714f8,18,6,5,11,"{'human_readable_id': 18, 'source': 'LE LUU VIET SON', 'target': 'TRAN THI THANH LY', 'description': 'Tran Thi Thanh Ly and Le Luu Viet Son are both contact persons listed in the document', 'rank': 11}"
LE LUU VIET SON,TOTAL VALUE BY REGION,a365d1b869b2474ea91c732753488ded,5.0,Le Luu Viet Son is associated with the KPI Total Value by Region in the document,5885f3c8b107429a8a7ff5e3ff9714f8,19,6,1,7,"{'human_readable_id': 19, 'source': 'LE LUU VIET SON', 'target': 'TOTAL VALUE BY REGION', 'description': 'Le Luu Viet Son is associated with the KPI Total Value by Region in the document', 'rank': 7}"
LE LUU VIET SON,5 FACTORS BY DETAILS,a472ccfb1a0e4b0d82c6d00e89cb26f6,5.0,Le Luu Viet Son is associated with the KPI 5 Factors By Details in the document,5885f3c8b107429a8a7ff5e3ff9714f8,20,6,1,7,"{'human_readable_id': 20, 'source': 'LE LUU VIET SON', 'target': '5 FACTORS BY DETAILS', 'description': 'Le Luu Viet Son is associated with the KPI 5 Factors By Details in the document', 'rank': 7}"
VU THAI NGOC,TRAN THI THANH LY,ddc9a304fe094c47ac60b79914a37188,5.0,Vu Thai Ngoc and Tran Thi Thanh Ly are both contact persons listed in the document,5885f3c8b107429a8a7ff5e3ff9714f8,21,6,5,11,"{'human_readable_id': 21, 'source': 'VU THAI NGOC', 'target': 'TRAN THI THANH LY', 'description': 'Vu Thai Ngoc and Tran Thi Thanh Ly are both contact persons listed in the document', 'rank': 11}"
VU THAI NGOC,MHS INVISIBLE,629e051713e64c42b256578928b32d4d,5.0,Vu Thai Ngoc is associated with the KPI MHS Invisible in the document,5885f3c8b107429a8a7ff5e3ff9714f8,22,6,1,7,"{'human_readable_id': 22, 'source': 'VU THAI NGOC', 'target': 'MHS INVISIBLE', 'description': 'Vu Thai Ngoc is associated with the KPI MHS Invisible in the document', 'rank': 7}"
VU THAI NGOC,GOING FOR BY CHANNEL,2cd6965fb1d14616b3353314f7ae19f9,5.0,Vu Thai Ngoc is associated with the KPI Going For by Channel in the document,5885f3c8b107429a8a7ff5e3ff9714f8,23,6,1,7,"{'human_readable_id': 23, 'source': 'VU THAI NGOC', 'target': 'GOING FOR BY CHANNEL', 'description': 'Vu Thai Ngoc is associated with the KPI Going For by Channel in the document', 'rank': 7}"
COKE,NUTRIBOOST,8e6e7dc441ce453c9485a0c8e2f40f1f,5.0,Coke is included in the metrics for active outlets alongside Nutriboost,73c77068e01e48438de3abb74f736af3,24,15,8,23,"{'human_readable_id': 24, 'source': 'COKE', 'target': 'NUTRIBOOST', 'description': 'Coke is included in the metrics for active outlets alongside Nutriboost', 'rank': 23}"
COKE,SPRITE,b397b4e7609447bf9312e324d1a80bfb,16.0,"Sprite is a product line under the Coca-Cola brand, indicating a direct relationship between the two",afac43fa2f364295b7364675c5518400,25,15,6,21,"{'human_readable_id': 25, 'source': 'COKE', 'target': 'SPRITE', 'description': 'Sprite is a product line under the Coca-Cola brand, indicating a direct relationship between the two', 'rank': 21}"
COKE,THUMS UP,cef6ecdfa8e34aa7b07da39c785ce31f,16.0,"Thums Up is owned by Coca-Cola, showing a corporate relationship between the two",afac43fa2f364295b7364675c5518400,26,15,3,18,"{'human_readable_id': 26, 'source': 'COKE', 'target': 'THUMS UP', 'description': 'Thums Up is owned by Coca-Cola, showing a corporate relationship between the two', 'rank': 18}"
COKE,CP,3b3d0c66ae6144659a113bd400750e0d,12.0,"CP region shows significant consumption of Coke products, indicating a market relationship",afac43fa2f364295b7364675c5518400,27,15,2,17,"{'human_readable_id': 27, 'source': 'COKE', 'target': 'CP', 'description': 'CP region shows significant consumption of Coke products, indicating a market relationship', 'rank': 17}"
COKE,HC,a38e118bbb6c4083b9ca6dc70bb7c214,12.0,"HC region demonstrates high engagement with Coke, suggesting a strong market presence",afac43fa2f364295b7364675c5518400,28,15,2,17,"{'human_readable_id': 28, 'source': 'COKE', 'target': 'HC', 'description': 'HC region demonstrates high engagement with Coke, suggesting a strong market presence', 'rank': 17}"
COKE,HYD,81b01af522504c51a4950de583ef129a,12.0,"Coke has a notable market share in the HYD region, indicating a strong relationship",afac43fa2f364295b7364675c5518400,29,15,2,17,"{'human_readable_id': 29, 'source': 'COKE', 'target': 'HYD', 'description': 'Coke has a notable market share in the HYD region, indicating a strong relationship', 'rank': 17}"
COKE,MK,dc6e7a0e41054ad7a08d5fa86c0ada78,10.0,Coke's performance metrics in MK region indicate a significant relationship,afac43fa2f364295b7364675c5518400,30,15,2,17,"{'human_readable_id': 30, 'source': 'COKE', 'target': 'MK', 'description': ""Coke's performance metrics in MK region indicate a significant relationship"", 'rank': 17}"
COKE,NE,bf26cedd935d427d9fbde4182c1e20d6,10.0,Coke's brand presence in NE region shows a direct market relationship,afac43fa2f364295b7364675c5518400,31,15,2,17,"{'human_readable_id': 31, 'source': 'COKE', 'target': 'NE', 'description': ""Coke's brand presence in NE region shows a direct market relationship"", 'rank': 17}"
COKE,NW,2b7980a829914635a9de1b3a913691c3,10.0,Coke's consumption data in NW region indicates a strong market relationship,afac43fa2f364295b7364675c5518400,32,15,2,17,"{'human_readable_id': 32, 'source': 'COKE', 'target': 'NW', 'description': ""Coke's consumption data in NW region indicates a strong market relationship"", 'rank': 17}"
COKE,SP,842e9d320491469da50ef722b746f947,10.0,"Coke has a considerable market share in SP region, indicating a strong relationship",afac43fa2f364295b7364675c5518400,33,15,2,17,"{'human_readable_id': 33, 'source': 'COKE', 'target': 'SP', 'description': 'Coke has a considerable market share in SP region, indicating a strong relationship', 'rank': 17}"
COKE,VN,df43bfbb8c324d87b8a0ea54c1228adc,10.0,Coke's performance in VN region reflects a significant market relationship,afac43fa2f364295b7364675c5518400,34,15,2,17,"{'human_readable_id': 34, 'source': 'COKE', 'target': 'VN', 'description': ""Coke's performance in VN region reflects a significant market relationship"", 'rank': 17}"
COKE,GOING FOR BRONZE,7da2cbb4afc242fb80b438bd32e945e8,8.0,"The event ""Going for Bronze"" may involve competition among beverage brands, including Coke, indicating a contextual relationship",afac43fa2f364295b7364675c5518400,35,15,3,18,"{'human_readable_id': 35, 'source': 'COKE', 'target': 'GOING FOR BRONZE', 'description': 'The event ""Going for Bronze"" may involve competition among beverage brands, including Coke, indicating a contextual relationship', 'rank': 18}"
COKE,INDEX 2A: ACTIVE BY BRAND,232780e347354274a03c8c3aee8372d4,5.0,"The event ""Active by Brand"" includes analysis of the activity levels of the Coke brand over time",730be08ff471429b9408ebb2d52db381,36,15,4,19,"{'human_readable_id': 36, 'source': 'COKE', 'target': 'INDEX 2A: ACTIVE BY BRAND', 'description': 'The event ""Active by Brand"" includes analysis of the activity levels of the Coke brand over time', 'rank': 19}"
COKE,NTB,5b49590a30ce42bf8e9d8e06c5b5501a,4.0,Coke and NTB are brands referenced in performance metrics for various product sizes,189704e0897640aa94c023351521d856,37,15,1,16,"{'human_readable_id': 37, 'source': 'COKE', 'target': 'NTB', 'description': 'Coke and NTB are brands referenced in performance metrics for various product sizes', 'rank': 16}"
COKE,ED,d22c14b46d4141f8a144a798bc549dfd,1.0,ED and Coke are brands referenced in performance metrics for various product sizes,189704e0897640aa94c023351521d856,38,15,1,16,"{'human_readable_id': 38, 'source': 'COKE', 'target': 'ED', 'description': 'ED and Coke are brands referenced in performance metrics for various product sizes', 'rank': 16}"
KO_MONTH,SERVICE OUTLET,f24b6d76c10945f2a07c03409a3ed651,1.0,KO Month is the reporting period during which the performance of Service Outlets is evaluated,09f282e6aa5449afa1a56099c580eeaa,39,1,32,33,"{'human_readable_id': 39, 'source': 'KO_MONTH', 'target': 'SERVICE OUTLET', 'description': 'KO Month is the reporting period during which the performance of Service Outlets is evaluated', 'rank': 33}"
SERVICE OUTLET,SALES MANAGER,79ff1d4a06fc4cad8acbf3c77b57f2a5,7.0,Sales Manager oversees the performance and operations of Service Outlets,09f282e6aa5449afa1a56099c580eeaa,40,32,1,33,"{'human_readable_id': 40, 'source': 'SERVICE OUTLET', 'target': 'SALES MANAGER', 'description': 'Sales Manager oversees the performance and operations of Service Outlets', 'rank': 33}"
SERVICE OUTLET,SALES REP,05ffdf4d25d84c0eaac55fcc92781842,7.0,Sales Rep is responsible for sales activities at Service Outlets,09f282e6aa5449afa1a56099c580eeaa,41,32,2,34,"{'human_readable_id': 41, 'source': 'SERVICE OUTLET', 'target': 'SALES REP', 'description': 'Sales Rep is responsible for sales activities at Service Outlets', 'rank': 34}"
SERVICE OUTLET,GOLD OUTLET,e6508b2f93c74d6eb3b2c51f1593e43d,8.0,Gold Outlet is a category of Service Outlet that has achieved high performance,09f282e6aa5449afa1a56099c580eeaa,42,32,3,35,"{'human_readable_id': 42, 'source': 'SERVICE OUTLET', 'target': 'GOLD OUTLET', 'description': 'Gold Outlet is a category of Service Outlet that has achieved high performance', 'rank': 35}"
SERVICE OUTLET,SILVER OUTLET,5b176d5b4d264b5a9cab53be5a17d706,8.0,Silver Outlet is a category of Service Outlet that has achieved moderate performance,09f282e6aa5449afa1a56099c580eeaa,43,32,3,35,"{'human_readable_id': 43, 'source': 'SERVICE OUTLET', 'target': 'SILVER OUTLET', 'description': 'Silver Outlet is a category of Service Outlet that has achieved moderate performance', 'rank': 35}"
SERVICE OUTLET,BRONZE OUTLET,280baa1c765a4c05a6ac77b2390ad214,8.0,Bronze Outlet is a category of Service Outlet that has achieved basic performance,09f282e6aa5449afa1a56099c580eeaa,44,32,3,35,"{'human_readable_id': 44, 'source': 'SERVICE OUTLET', 'target': 'BRONZE OUTLET', 'description': 'Bronze Outlet is a category of Service Outlet that has achieved basic performance', 'rank': 35}"
SERVICE OUTLET,MUST HAVE SKU,118a6e0fbeb2474294fb5c11865ed3ad,8.0,Service Outlets are required to stock Must Have SKUs to maintain performance standards,09f282e6aa5449afa1a56099c580eeaa,45,32,1,33,"{'human_readable_id': 45, 'source': 'SERVICE OUTLET', 'target': 'MUST HAVE SKU', 'description': 'Service Outlets are required to stock Must Have SKUs to maintain performance standards', 'rank': 33}"
SERVICE OUTLET,CONSUMER SKU,5a1a270ed3224099aa1caeabf23adff9,8.0,Service Outlets sell Consumer SKUs to customers,09f282e6aa5449afa1a56099c580eeaa,46,32,1,33,"{'human_readable_id': 46, 'source': 'SERVICE OUTLET', 'target': 'CONSUMER SKU', 'description': 'Service Outlets sell Consumer SKUs to customers', 'rank': 33}"
SERVICE OUTLET,PACK TYPE,d99cf7eb1208494c80591a51ae312220,8.0,Service Outlets offer products in various Pack Types,09f282e6aa5449afa1a56099c580eeaa,47,32,1,33,"{'human_readable_id': 47, 'source': 'SERVICE OUTLET', 'target': 'PACK TYPE', 'description': 'Service Outlets offer products in various Pack Types', 'rank': 33}"
SERVICE OUTLET,PACK SIZE,de373053d6cf4b79a8e0cc75a4862fdc,8.0,Service Outlets provide products in different Pack Sizes,09f282e6aa5449afa1a56099c580eeaa,48,32,1,33,"{'human_readable_id': 48, 'source': 'SERVICE OUTLET', 'target': 'PACK SIZE', 'description': 'Service Outlets provide products in different Pack Sizes', 'rank': 33}"
SERVICE OUTLET,COCA-COLA BEVERAGES VIETNAM LTD.,e1b4c0765e81400b8c18b603781dbdbd,8.0,Coca-Cola Beverages Vietnam Ltd. manages multiple service outlets across various regions,91434078c57b4f2f9c74ea580ac94e10,49,32,2,34,"{'human_readable_id': 49, 'source': 'SERVICE OUTLET', 'target': 'COCA-COLA BEVERAGES VIETNAM LTD.', 'description': 'Coca-Cola Beverages Vietnam Ltd. manages multiple service outlets across various regions', 'rank': 34}"
SERVICE OUTLET,REGION,427fb7789d4d4b869563eb0e9f91ae2b,6.0,"Service outlets are categorized by region, indicating their geographical distribution",91434078c57b4f2f9c74ea580ac94e10,50,32,1,33,"{'human_readable_id': 50, 'source': 'SERVICE OUTLET', 'target': 'REGION', 'description': 'Service outlets are categorized by region, indicating their geographical distribution', 'rank': 33}"
SERVICE OUTLET,MONTH,10638c7a6bf644adb5e385e253165c5c,1.0,Service outlet performance is tracked and reported on a monthly basis,91434078c57b4f2f9c74ea580ac94e10,51,32,1,33,"{'human_readable_id': 51, 'source': 'SERVICE OUTLET', 'target': 'MONTH', 'description': 'Service outlet performance is tracked and reported on a monthly basis', 'rank': 33}"
SERVICE OUTLET,SERVICE OUTLET BY REGION,0e281295d6ef41a79d27f2616e8c2574,9.0,Service outlet by region provides insights into the number of service outlets located in each geographical area,91434078c57b4f2f9c74ea580ac94e10,52,32,1,33,"{'human_readable_id': 52, 'source': 'SERVICE OUTLET', 'target': 'SERVICE OUTLET BY REGION', 'description': 'Service outlet by region provides insights into the number of service outlets located in each geographical area', 'rank': 33}"
SERVICE OUTLET,SERVICE OUTLET BY SEGMENT,bfb65e08c20d47bc9ca0403b2f811265,10.0,Service outlet by segment categorizes the performance of service outlets into different tiers based on their metrics,91434078c57b4f2f9c74ea580ac94e10,53,32,1,33,"{'human_readable_id': 53, 'source': 'SERVICE OUTLET', 'target': 'SERVICE OUTLET BY SEGMENT', 'description': 'Service outlet by segment categorizes the performance of service outlets into different tiers based on their metrics', 'rank': 33}"
SERVICE OUTLET,SERVICE OUTLET BY CHANNEL,84cad2a7cd7244298fa2239e064816d2,11.0,Service outlet by channel shows how service outlets are distributed across various sales channels,91434078c57b4f2f9c74ea580ac94e10,54,32,1,33,"{'human_readable_id': 54, 'source': 'SERVICE OUTLET', 'target': 'SERVICE OUTLET BY CHANNEL', 'description': 'Service outlet by channel shows how service outlets are distributed across various sales channels', 'rank': 33}"
SERVICE OUTLET,MK,eea6124debe2428781694834a078f83a,5.0,MK is a region where service outlets are evaluated for performance metrics,f7ea396c2cda4789bbe9a2bca7bcc3a8,55,32,2,34,"{'human_readable_id': 55, 'source': 'SERVICE OUTLET', 'target': 'MK', 'description': 'MK is a region where service outlets are evaluated for performance metrics', 'rank': 34}"
SERVICE OUTLET,NE,7039c4a7d309413bba0a5f14c20a9d0a,5.0,NE is a region where service outlets are evaluated for performance metrics,f7ea396c2cda4789bbe9a2bca7bcc3a8,56,32,2,34,"{'human_readable_id': 56, 'source': 'SERVICE OUTLET', 'target': 'NE', 'description': 'NE is a region where service outlets are evaluated for performance metrics', 'rank': 34}"
SERVICE OUTLET,NW,0191bff6e93a447587edf0e811726564,5.0,NW is a region where service outlets are evaluated for performance metrics,f7ea396c2cda4789bbe9a2bca7bcc3a8,57,32,2,34,"{'human_readable_id': 57, 'source': 'SERVICE OUTLET', 'target': 'NW', 'description': 'NW is a region where service outlets are evaluated for performance metrics', 'rank': 34}"
SERVICE OUTLET,SP,f52396af15a3479c840650b6de1f2de6,5.0,SP is a region where service outlets are evaluated for performance metrics,f7ea396c2cda4789bbe9a2bca7bcc3a8,58,32,2,34,"{'human_readable_id': 58, 'source': 'SERVICE OUTLET', 'target': 'SP', 'description': 'SP is a region where service outlets are evaluated for performance metrics', 'rank': 34}"
SERVICE OUTLET,CP,403fa229e51c46ebad2c80f93a573951,5.0,CP is a region where service outlets are evaluated for performance metrics,f7ea396c2cda4789bbe9a2bca7bcc3a8,59,32,2,34,"{'human_readable_id': 59, 'source': 'SERVICE OUTLET', 'target': 'CP', 'description': 'CP is a region where service outlets are evaluated for performance metrics', 'rank': 34}"
SERVICE OUTLET,HC,ac173d672828479f9ebafcce672e6247,5.0,HC is a region where service outlets are evaluated for performance metrics,f7ea396c2cda4789bbe9a2bca7bcc3a8,60,32,2,34,"{'human_readable_id': 60, 'source': 'SERVICE OUTLET', 'target': 'HC', 'description': 'HC is a region where service outlets are evaluated for performance metrics', 'rank': 34}"
SERVICE OUTLET,HYD,24e1384d95314585bfc41225da616929,5.0,HYD is a region where service outlets are evaluated for performance metrics,f7ea396c2cda4789bbe9a2bca7bcc3a8,61,32,2,34,"{'human_readable_id': 61, 'source': 'SERVICE OUTLET', 'target': 'HYD', 'description': 'HYD is a region where service outlets are evaluated for performance metrics', 'rank': 34}"
SERVICE OUTLET,VN,532f6cad89ba473c81213097efe0fa8e,5.0,VN is a region where service outlets are evaluated for performance metrics,f7ea396c2cda4789bbe9a2bca7bcc3a8,62,32,2,34,"{'human_readable_id': 62, 'source': 'SERVICE OUTLET', 'target': 'VN', 'description': 'VN is a region where service outlets are evaluated for performance metrics', 'rank': 34}"
SERVICE OUTLET,GROCERY,9ab06b76a1804c198f266d86a3ff92b3,5.0,Grocery is a channel through which services are provided in the service outlet context,f7ea396c2cda4789bbe9a2bca7bcc3a8,63,32,1,33,"{'human_readable_id': 63, 'source': 'SERVICE OUTLET', 'target': 'GROCERY', 'description': 'Grocery is a channel through which services are provided in the service outlet context', 'rank': 33}"
SERVICE OUTLET,EATING,0e221cfeaaad4d4297d84a8f16d7b116,5.0,Eating is a channel through which services are provided in the service outlet context,f7ea396c2cda4789bbe9a2bca7bcc3a8,64,32,1,33,"{'human_readable_id': 64, 'source': 'SERVICE OUTLET', 'target': 'EATING', 'description': 'Eating is a channel through which services are provided in the service outlet context', 'rank': 33}"
SERVICE OUTLET,DRINKING,6a5003fa745646c3b98017476265a5b7,5.0,Drinking is a channel through which services are provided in the service outlet context,f7ea396c2cda4789bbe9a2bca7bcc3a8,65,32,1,33,"{'human_readable_id': 65, 'source': 'SERVICE OUTLET', 'target': 'DRINKING', 'description': 'Drinking is a channel through which services are provided in the service outlet context', 'rank': 33}"
SERVICE OUTLET,WHOLESALE,87556febbd744dcebb9694f07ead6823,5.0,Wholesale is a channel through which services are provided in the service outlet context,f7ea396c2cda4789bbe9a2bca7bcc3a8,66,32,1,33,"{'human_readable_id': 66, 'source': 'SERVICE OUTLET', 'target': 'WHOLESALE', 'description': 'Wholesale is a channel through which services are provided in the service outlet context', 'rank': 33}"
SERVICE OUTLET,BRONZE,b3ecd77231aa4ce7b635a6b4cf43e2a2,5.0,Bronze is a segment classification within service outlets,f7ea396c2cda4789bbe9a2bca7bcc3a8,67,32,1,33,"{'human_readable_id': 67, 'source': 'SERVICE OUTLET', 'target': 'BRONZE', 'description': 'Bronze is a segment classification within service outlets', 'rank': 33}"
SERVICE OUTLET,SILVER,d701c3f34e8744278205888abbe1155d,5.0,Silver is a segment classification within service outlets,f7ea396c2cda4789bbe9a2bca7bcc3a8,68,32,1,33,"{'human_readable_id': 68, 'source': 'SERVICE OUTLET', 'target': 'SILVER', 'description': 'Silver is a segment classification within service outlets', 'rank': 33}"
SERVICE OUTLET,GOLD,343dd5e37d084bc8a96da9eb25efd5f4,5.0,Gold is a segment classification within service outlets,f7ea396c2cda4789bbe9a2bca7bcc3a8,69,32,1,33,"{'human_readable_id': 69, 'source': 'SERVICE OUTLET', 'target': 'GOLD', 'description': 'Gold is a segment classification within service outlets', 'rank': 33}"
SALES REP,SALES ROUTE,b1ce249d4bc84d67a5a9e24f23a9c789,7.0,Sales Rep is assigned to specific Sales Routes for managing their sales activities,09f282e6aa5449afa1a56099c580eeaa,70,2,1,3,"{'human_readable_id': 70, 'source': 'SALES REP', 'target': 'SALES ROUTE', 'description': 'Sales Rep is assigned to specific Sales Routes for managing their sales activities', 'rank': 3}"
