id,name,type,description,human_readable_id,graph_embedding,text_unit_ids
5da5dbcda6b54816a5bfc2b273aea622,COCA-COLA,ORGANIZATION,"Coca-Cola is a multinational corporation known for its beverages, possibly the context in which the sales data is being analyzed.Coca-Cola is a multinational corporation known for its beverage products, including soft drinks and energy drinks.",37,,"c5f6715ab31e48c9b1b1b5b8789a5734,deea2cbae880411a985815ea901ddebd"
5bf988d6a05b41d1b11d4aada53e3072,CORE,EVENT,CORE refers to a set of metrics that assess the performance of outlets in achieving Must Have SKU standards.,38,,deea2cbae880411a985815ea901ddebd
c331fb9cc27e4876a164062a27430447,ASM,PERSON,ASM refers to Area Sales Managers responsible for overseeing sales operations in specific regions.,39,,deea2cbae880411a985815ea901ddebd
290a8b2850114c49ade4404d61dea73d,TSM,PERSON,TSM refers to Territory Sales Managers who manage sales activities within designated territories.,40,,deea2cbae880411a985815ea901ddebd
1a2c8422626f4de1b9a5e075dd2654e9,ACTIVE OUTLET,EVENT,Active Outlet refers to a service outlet that is currently operational and selling products.,41,,deea2cbae880411a985815ea901ddebd
46fe7b7cb2084659bacbb31231c91f48,PRODUCT GROUP,EVENT,Product Group refers to a category of products that are grouped together based on similar characteristics or market segment.,42,,deea2cbae880411a985815ea901ddebd
9ce3baba4a8f4af2b515229826d5a854,SKU,EVENT,SKU (Stock Keeping Unit) is a unique identifier for each distinct product and service that can be purchased.,43,,deea2cbae880411a985815ea901ddebd
aa54724b6e3243e38ea0139b94d4b857,NEW OUTLET,EVENT,New Outlet refers to a service outlet that has recently opened for business.,44,,deea2cbae880411a985815ea901ddebd
a03bd1e9078c41c09a1f1967b0305166,CLOSED OUTLET,EVENT,Closed Outlet refers to a service outlet that is no longer operational.,45,,deea2cbae880411a985815ea901ddebd
7b780c35c1b1444aaf43e6f4e09baed9,MHS GROUP,ORGANIZATION,"MHS Group is an organization involved in service outlet metrics and reporting, focusing on various performance indicators.MHS Group is an organization involved in sales and performance metrics, likely overseeing various sales representatives.",46,,"91434078c57b4f2f9c74ea580ac94e10,c5f6715ab31e48c9b1b1b5b8789a5734"
4d1c892a504f4b3fb058bceee0d29df6,COCA-COLA BEVERAGES VIETNAM LTD.,ORGANIZATION,"Coca-Cola Beverages Vietnam Ltd. is a service outlet that was last refreshed on 28/08/2023 and has a total of 411,118 service outlets across various regions.",47,,91434078c57b4f2f9c74ea580ac94e10
ea53055e2377442181db3895c4057af6,REGION,GEO,"Regions are geographical areas where service outlets are located, including CP, HC, HN, MK, NE, NW, and SP.",48,,91434078c57b4f2f9c74ea580ac94e10
21f51625398b420aa919247c9caaebae,MONTH,EVENT,"Months are periods used to track the performance of service outlets over time, with data presented for each month from January to September.",49,,91434078c57b4f2f9c74ea580ac94e10
61d96610c3214f05b48a391cd40481ba,SERVICE OUTLET BY SEGMENT,EVENT,"Service outlet by segment categorizes service outlets based on performance tiers such as Bronze, Silver, and Gold.",50,,91434078c57b4f2f9c74ea580ac94e10
bd789779c8334fa8a9a896b79e601150,SERVICE OUTLET BY CHANNEL,EVENT,Service outlet by channel refers to the classification of service outlets according to the sales channels through which they operate.,51,,91434078c57b4f2f9c74ea580ac94e10
a3981c1fe2b34ac883116d6132216d5b,TARGET NEW OUTLET,METRIC,Target new outlet indicates the goal for the number of new service outlets to be established within a specific timeframe.,52,,91434078c57b4f2f9c74ea580ac94e10
ef8dfb729c6f4ef0b6820a7a5bf928bb,ACTUAL NEW OUTLET,METRIC,"Actual new outlet represents the real number of new service outlets established, compared to the target.",53,,91434078c57b4f2f9c74ea580ac94e10
074a14b96de044858796e9507b7f7309,SERVICE OUTLET BY REGION,,,54,,91434078c57b4f2f9c74ea580ac94e10
dda19a9b5fff4c2c83f26650d4a30022,MK,GEO,"MK is a geographical region mentioned in the context of service outlet performance metrics.MK is a region with data reflecting beverage sales and consumer preferences.MK is a region featured in the CORE GOLD, CORE SILVER, and CORE BRONZE categories with specific consumption percentages.",55,,"afac43fa2f364295b7364675c5518400,36395c304d6d4f6fb8bc0c80e8483171,f7ea396c2cda4789bbe9a2bca7bcc3a8"
d049e17f74db470896e025465440ae6c,NE,GEO,"NE is a geographical region mentioned in the context of service outlet performance metrics.NE is a region that presents statistics on beverage market trends and brand engagement.NE is a region that is part of the CORE GOLD, CORE SILVER, and CORE BRONZE categories, reflecting its market performance.",56,,"afac43fa2f364295b7364675c5518400,36395c304d6d4f6fb8bc0c80e8483171,f7ea396c2cda4789bbe9a2bca7bcc3a8"
c102f4e5d7ef4e2baef9ff988d116b05,NW,GEO,"NW is a geographical region mentioned in the context of service outlet performance metrics.NW is a region that indicates beverage consumption patterns and brand performance metrics.NW is a region included in the CORE GOLD, CORE SILVER, and CORE BRONZE categories, indicating its consumption metrics.",57,,"afac43fa2f364295b7364675c5518400,36395c304d6d4f6fb8bc0c80e8483171,f7ea396c2cda4789bbe9a2bca7bcc3a8"
1cd876fc176f47cc98988d5b0dd6969e,SP,GEO,"SP is a geographical region mentioned in the context of service outlet performance metrics.SP is a region that showcases data on beverage sales and consumer behavior.SP is a region represented in the CORE GOLD, CORE SILVER, and CORE BRONZE categories with varying consumption percentages.",58,,"afac43fa2f364295b7364675c5518400,36395c304d6d4f6fb8bc0c80e8483171,f7ea396c2cda4789bbe9a2bca7bcc3a8"
4bf16744a3e844f5a08a576de275850c,CP,GEO,CP is a geographical region mentioned in the context of service outlet performance metrics.CP is a region that shows various statistics related to beverage consumption and market performance.,59,,"afac43fa2f364295b7364675c5518400,f7ea396c2cda4789bbe9a2bca7bcc3a8"
4252c23264d74bd793c8465cc7f8f1fd,HC,GEO,HC is a region with specific data on beverage consumption and brand performance.HC is a geographical region mentioned in the context of service outlet performance metrics.,60,,"afac43fa2f364295b7364675c5518400,f7ea396c2cda4789bbe9a2bca7bcc3a8"
462db93aac6b45ef977a4372d8e45e2f,HYD,GEO,HYD is a geographical region mentioned in the context of service outlet performance metrics.HYD is a region that provides insights into beverage market dynamics and brand popularity.,61,,"afac43fa2f364295b7364675c5518400,f7ea396c2cda4789bbe9a2bca7bcc3a8"
a763a266199b4be9bc8d6896a2394abe,VN,GEO,"VN is a region that reflects statistics related to beverage consumption and market analysis.VN is a geographical region mentioned in the context of service outlet performance metrics.VN is a region that appears in the CORE GOLD, CORE SILVER, and CORE BRONZE categories, showcasing its market performance.",62,,"afac43fa2f364295b7364675c5518400,36395c304d6d4f6fb8bc0c80e8483171,f7ea396c2cda4789bbe9a2bca7bcc3a8"
279fe4e8b5fc4fb8a8da50f7c82da874,5 FACTORS EXECUTION FOCUSES,EVENT,5 Factors Execution Focuses refers to the strategic focus areas for improving service outlet performance across different regions.,63,,f7ea396c2cda4789bbe9a2bca7bcc3a8
c5d821acaf534dde8fc8f22e51fba86e,GOING FOR GOLD,EVENT,Going for Gold is a strategic initiative aimed at maximizing service outlet performance in grocery and eating sectors.,64,,f7ea396c2cda4789bbe9a2bca7bcc3a8
fe4a330a6681488e99c157bc0522b1c0,GOING FOR SILVER,EVENT,Going for Silver is a strategic initiative aimed at improving service outlet performance in the grocery and eating sectors.,65,,f7ea396c2cda4789bbe9a2bca7bcc3a8
41564e43c61a439bb5c0b167ac83423c,EATING,SERVICE OUTLET,"Eating refers to the consumption of food, often analyzed in market studies related to consumer behavior.Eating is one of the service outlet channels through which services are provided.",66,,"afac43fa2f364295b7364675c5518400,f7ea396c2cda4789bbe9a2bca7bcc3a8"
31849a5832a84bc4a96f54bd782b070c,DRINKING,SERVICE OUTLET,Drinking is one of the service outlet channels through which services are provided.,67,,f7ea396c2cda4789bbe9a2bca7bcc3a8
b3334b1170b3419fb29e1f2f99756278,WHOLESALE,SERVICE OUTLET,Wholesale is one of the service outlet channels through which services are provided.,68,,f7ea396c2cda4789bbe9a2bca7bcc3a8
8d258ebdf5a749ad92aa72b01e3dcf95,BRONZE,SERVICE OUTLET,Bronze is a segment classification within service outlets based on performance metrics.,69,,f7ea396c2cda4789bbe9a2bca7bcc3a8
f26ca556815548c189f48dadd3a682d9,SILVER,SERVICE OUTLET,Silver is a segment classification within service outlets based on performance metrics.,70,,f7ea396c2cda4789bbe9a2bca7bcc3a8
5eeccacf7c3d4d2b9240c0ea3f05fb62,GOLD,SERVICE OUTLET,Gold is a segment classification within service outlets based on performance metrics.,71,,f7ea396c2cda4789bbe9a2bca7bcc3a8
b8f612d5b9ea4d519d41d5c7e9b6b698,GROCERY,,"Grocery refers to food and other products sold in grocery stores, often analyzed in market studies.",72,,"afac43fa2f364295b7364675c5518400,f7ea396c2cda4789bbe9a2bca7bcc3a8"
34ed0a4e7f3d4c9c8c7d28030d06d9cb,THUMS UP,ORGANIZATION,"Thums Up is a cola beverage brand owned by Coca-Cola, popular in India.",73,,afac43fa2f364295b7364675c5518400
69743a20e4084de0b33a43d0190ed0f7,GOING FOR BRONZE,EVENT,Going for Bronze is an event that likely relates to competition or performance metrics in the beverage industry.,74,,afac43fa2f364295b7364675c5518400
efc6b9ec7ea04357be5d6aae437457cb,GROCERY+EATING,CATEGORY,"Grocery+Eating combines both grocery shopping and eating habits, often analyzed together in market studies.",75,,afac43fa2f364295b7364675c5518400
efc26f3aa41f473a93a6e7e41f6cda87,PERCENTAGE,METRIC,"Percentage is a statistical measure used to express a proportion, often used in market analysis.",76,,afac43fa2f364295b7364675c5518400
629609c27d944022a7f020563f8bd842,SKU/ORDER,METRIC,"SKU/ORDER refers to the number of Stock Keeping Units ordered, a metric used in inventory and sales analysis.",77,,afac43fa2f364295b7364675c5518400
c8c0ce856d9d4f8dbb585f9669d44667,SKU/OUTLET,METRIC,"SKU/OUTLET refers to the number of Stock Keeping Units available at an outlet, a metric used in retail analysis.",78,,afac43fa2f364295b7364675c5518400
009408f725fd4b1f99087978ee07dbaa,URBAN NEW OUTLET,METRIC,"Urban new outlet refers to new retail locations established in urban areas, a metric used in market expansion analysis.",79,,afac43fa2f364295b7364675c5518400
6b4a499be3d646f18971d22546c9582b,RURAL NEW OUTLET,METRIC,"Rural new outlet refers to new retail locations established in rural areas, a metric used in market expansion analysis.",80,,afac43fa2f364295b7364675c5518400
1eb4f882df6440b491f51fb670ab4b94,COOLER PURITY,METRIC,"Cooler Purity refers to the cleanliness and operational efficiency of coolers used for beverage storage, a metric in retail analysis.",81,,afac43fa2f364295b7364675c5518400
594b1eebfc0e47c6a12f76b529cf9bef,COCA-COLA BEVERAGES,ORGANIZATION,"Coca-Cola Beverages is a company involved in the beverage industry, known for its various soft drink brands including Coke, Sprite, and Fanta.",82,,730be08ff471429b9408ebb2d52db381
d1abd5e0f141494ea013027f2c5f67ae,HANOI,GEO,"Hanoi is the capital city of Vietnam, referenced in performance indexes.Hanoi is the capital city of Vietnam, known for its rich history and cultural heritage.Hanoi is the capital city of Vietnam, mentioned in the context of beverage distribution and market analysis.",83,,"730be08ff471429b9408ebb2d52db381,3379c950b18a47619846581a4e90576e,189704e0897640aa94c023351521d856"
e5e2370368f64ae6b6c3de330b3c362e,CUULONG,GEO,Cuulong is a region in Vietnam referenced in the context of market performance metrics for Coca-Cola Beverages.,84,,730be08ff471429b9408ebb2d52db381
c90e3050eebc416d9e3ff70c01a03a1a,DONGBAC,GEO,Dongbac is a region in Vietnam mentioned in the analysis of Coca-Cola Beverages' market performance.,85,,730be08ff471429b9408ebb2d52db381
b73e58d203ff4fbe9b2a8c3df7e7734c,DONGNAM,GEO,"Dongnam is a region in Vietnam, significant for its economic development and urbanization.Dongnam is a region in Vietnam referenced in the context of market performance metrics for Coca-Cola Beverages.",86,,"3379c950b18a47619846581a4e90576e,730be08ff471429b9408ebb2d52db381"
0772e1f4ddae4bb69bbb62b3c888c8e4,MIENNAM,GEO,"Miennam is a region in southern Vietnam, known for its economic activities and diverse cultures.Miennam is a region in Vietnam mentioned in the analysis of Coca-Cola Beverages' market performance.",87,,"3379c950b18a47619846581a4e90576e,730be08ff471429b9408ebb2d52db381"
c350c5a653c24f98860fcd2a4914b5fc,MIENTRUNG,GEO,"Mientrung is a central region in Vietnam, famous for its landscapes and historical significance.Mientrung is a region in Vietnam referenced in the context of market performance metrics for Coca-Cola Beverages.",88,,"3379c950b18a47619846581a4e90576e,730be08ff471429b9408ebb2d52db381"
18e0db8ac73846cb86a9be14e4310cd9,MIENTAY,GEO,"Mientay is a region in Vietnam, recognized for its unique cultural heritage and agricultural production.Mientay is a region in Vietnam mentioned in the analysis of Coca-Cola Beverages' market performance.",89,,"3379c950b18a47619846581a4e90576e,730be08ff471429b9408ebb2d52db381"
b8a92f3ffacc41108cf959ba261447af,SAIGON,GEO,"Saigon is a major city in Vietnam referenced in the context of beverage distribution and market analysis.Saigon is a major city in Vietnam, known for its vibrant culture and economic significance.",90,,"3379c950b18a47619846581a4e90576e,730be08ff471429b9408ebb2d52db381"
762da548828849cfb6fa2ae63a9369b1,INDEX 1A: GOING FOR GOLD,EVENT,"An event or metric indicating the performance of Coca-Cola Beverages in various regions, with a focus on achieving high market activity.",91,,730be08ff471429b9408ebb2d52db381
0608b0055c3e4628b4c6da054fb6e048,INDEX 1B: GOING FOR SILVER,EVENT,"An event or metric indicating the performance of Coca-Cola Beverages in various regions, focusing on secondary market activity.",92,,730be08ff471429b9408ebb2d52db381
303014b9154f4508b4119a6e25420379,INDEX 1C: GOING FOR BRONZE,EVENT,"An event or metric indicating the performance of Coca-Cola Beverages in various regions, focusing on tertiary market activity.",93,,730be08ff471429b9408ebb2d52db381
62334e80a87640c19ad362a64a2ace0f,INDEX 2A: ACTIVE BY BRAND,EVENT,An event or metric analyzing the activity levels of Coca-Cola Beverages' brands over time.,94,,730be08ff471429b9408ebb2d52db381
b11da5bce336415ea267b91774f0be97,INDEX 2B: ACTIVE OUTLET,EVENT,An event or metric indicating the percentage of active outlets for Coca-Cola Beverages in different regions.,95,,730be08ff471429b9408ebb2d52db381
c030afa592a74888a236407d3ba626d6,INDEX 3: SKU/ ORDER & SKU/OUTLET,EVENT,An event or metric analyzing the SKU (Stock Keeping Unit) performance for Coca-Cola Beverages.,96,,730be08ff471429b9408ebb2d52db381
2982f4bc64014367975c9c22116dfd61,INDEX 4: NET NEW OUTLET,EVENT,An event or metric indicating the number of new and reopened outlets for Coca-Cola Beverages over time.,97,,730be08ff471429b9408ebb2d52db381
662839ad3b434544bf7bf0855105edc5,FANTA,BRAND,Fanta is a fruit-flavored carbonated soft drink brand owned by Coca-Cola Beverages.,98,,730be08ff471429b9408ebb2d52db381
8e46f49ed7484492aa08ac7bc6a51ff7,MEKONG,GEO,"Mekong is a river in Southeast Asia, important for trade and agriculture in the region.Mekong is a region in Vietnam, included in various performance indexes.",99,,"3379c950b18a47619846581a4e90576e,189704e0897640aa94c023351521d856"
31b2a77340404f12a1b0e8d41c23cfc5,HCMC,GEO,"HCMC, or Ho Chi Minh City, is a bustling metropolis in Vietnam, formerly known as Saigon.HCMC refers to Ho Chi Minh City, a major city in Vietnam, referenced in performance metrics.",100,,"3379c950b18a47619846581a4e90576e,189704e0897640aa94c023351521d856"
d5ec954357a0451b8126ddfcd18353da,THANH HOA,GEO,"Thanh Hoa is a province in Vietnam, known for its historical sites and natural beauty.Thanh Hoa is a province in Vietnam, referenced in performance metrics.",101,,"3379c950b18a47619846581a4e90576e,189704e0897640aa94c023351521d856"
cfc77568e45c40ec89106f710f3f5070,DANANG,GEO,"Danang is a coastal city in Vietnam, famous for its beaches and tourism.Danang is a city in Vietnam, mentioned in the context of various performance metrics.",102,,"3379c950b18a47619846581a4e90576e,189704e0897640aa94c023351521d856"
03d3f8bd67b24451acc97fdb459c2cb5,HPLT,GEO,"HPLT refers to a hub or region in Vietnam, significant for its economic activities.HPLT is a geographical area or hub mentioned in the context of performance metrics.",103,,"3379c950b18a47619846581a4e90576e,189704e0897640aa94c023351521d856"
d0892ff7f58c43acb156ceb193e3dc2f,HCMC HUB,GEO,"HCMC Hub refers to the Ho Chi Minh City hub, a significant location for distribution and logistics in Vietnam.",104,,189704e0897640aa94c023351521d856
824a4cf18cd047549fc3b40038006bef,HPLT HUB,GEO,HPLT Hub is a logistics hub mentioned in the context of performance metrics.,105,,189704e0897640aa94c023351521d856
8bf2e7d06bcd448ab95c7754ea0fece3,HIGHLAND,GEO,"Highland is a geographical region in Vietnam, noted for its performance metrics.",106,,189704e0897640aa94c023351521d856
85c095246fe94809bcb2d89d723de472,LANGSON,GEO,"Langson is a province in Vietnam, mentioned in the context of performance metrics.",107,,189704e0897640aa94c023351521d856
693c9d45e9b248188fc8489bcab508ed,WESTERN,GEO,"Western refers to a geographical area in Vietnam, noted in performance metrics.",108,,189704e0897640aa94c023351521d856
c617b22cccaf43e6900c0b9c07ab5aa4,ABCXYZ,ORGANIZATION,"ABCXYZ is an organization mentioned in the context of performance metrics, achieving 100% across various categories.",109,,189704e0897640aa94c023351521d856
22c7e48b3c6d4013a1d785220edaa2f7,DEFUV,ORGANIZATION,"DEFUV is an organization mentioned in the context of performance metrics, achieving 100% across various categories.",110,,189704e0897640aa94c023351521d856
6829de70c8ff45c1b858328da38a1345,GHIJKL,ORGANIZATION,"GHIJKL is an organization mentioned in the context of performance metrics, achieving 100% across various categories.",111,,189704e0897640aa94c023351521d856
cea70a9b3be6490ab435b8476778fc02,MNOPQR,ORGANIZATION,"MNOPQR is an organization mentioned in the context of performance metrics, achieving 100% across various categories.",112,,189704e0897640aa94c023351521d856
78ecd12342424b53997d423bb98e6dbd,STUVWX,ORGANIZATION,"STUVWX is an organization mentioned in the context of performance metrics, achieving 100% across various categories.",113,,189704e0897640aa94c023351521d856
77f6b7e198514e1f975348b5fcef8c4b,YZABCD,ORGANIZATION,"YZABCD is an organization mentioned in the context of performance metrics, achieving 100% across various categories.",114,,189704e0897640aa94c023351521d856
ef2ace8afefc473dae57ff108bc3d2c0,EFGHIJ,ORGANIZATION,"EFGHIJ is an organization mentioned in the context of performance metrics, achieving 100% across various categories.",115,,189704e0897640aa94c023351521d856
94db4cdcf8c34f73bc30b782f1b4e5a4,KLMNOP,ORGANIZATION,"KLMNOP is an organization mentioned in the context of performance metrics, achieving 100% across various categories.",116,,189704e0897640aa94c023351521d856
5198ff229de94843b3f2a7195b340fa7,NTB,ORGANIZATION,NTB is a brand referenced in the context of performance metrics for various product sizes.,117,,189704e0897640aa94c023351521d856
725d7662d80a453c94baf56ada273986,ED,ORGANIZATION,ED is a brand referenced in the context of performance metrics for various product sizes.,118,,189704e0897640aa94c023351521d856
7c80aa44c32b4949b5b528413bec6044,A+,ORGANIZATION,"A+ is a brand associated with various beverage products, indicated by its presence in multiple product listings.",119,,807ab2b7739147098735831faba6b880
6eb1caf8d9bb464780aa018c3fdca606,SAMURAI,ORGANIZATION,"SAMURAI is a brand associated with beverage products, as seen in the listings.",120,,807ab2b7739147098735831faba6b880
